mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
1.15507,0.000326084,0.3963,0.224323,0.167547,0.0252165,1.94518,17.3742,0.000172064,3506.99
1.17006,0.000411847,0.41993,0.222192,0.0169436,0.0253884,1.91643,11.0818,0.000109748,3516.73
1.16134,0.000140583,0.387102,0.231967,0.213944,0.0254479,2.00559,22.2947,0.000220793,3519.5
1.15724,1.17949e-05,0.391019,0.22318,0.203232,0.0254448,1.92951,46.384,0.00045936,3525.36
1.15551,9.935e-05,0.413498,0.226428,0.378366,0.0256907,1.9388,79.3223,0.000785561,3528.69
1.15506,0.000412316,0.452138,0.230115,0.196008,0.0255548,1.97525,20.1474,0.000199527,3524
1.15584,0.000216207,0.391212,0.22813,-0.00885171,0.0253694,1.97981,10.1159,0.000100182,3501.82
1.15751,0.000201723,0.413778,0.218843,0.216512,0.0251303,1.89178,156.044,0.00154537,3544.56
1.15533,4.27105e-05,0.389714,0.224636,0.0375961,0.0256467,1.93491,19.5674,0.000193784,3528.97
1.15302,4.44235e-05,0.360414,0.228022,0.102818,0.0253754,1.96926,5.02192,4.97341e-05,3497.31
1.15571,7.28291e-05,0.356516,0.228978,0.228569,0.0252787,1.98288,34.7702,0.000344344,3514.65
1.16027,0.000392378,0.399737,0.227944,0.337342,0.0252831,1.97605,35.5229,0.000351798,3510.31
1.15547,0.00016312,0.366919,0.225221,0.284381,0.0252988,1.95588,48.7788,0.000483076,3531.32
1.15539,0.000290517,0.360118,0.227157,0.288579,0.0254986,1.95103,52.9316,0.000524203,3527.63
1.15631,0.00011658,0.4244,0.223977,0.143682,0.025055,1.9516,11.4911,0.000113801,3505.52
1.15467,-8.99765e-05,0.392484,0.226808,0.160068,0.0254882,1.94787,43.9588,0.000435342,3536.94
1.15525,0.000125338,0.391964,0.225677,0.320266,0.0252963,1.95645,70.061,0.000693842,3526.59
1.15455,0.000259858,0.349924,0.227096,-0.000839738,0.0252258,1.96804,25.9188,0.000256684,3538.97
1.16101,0.000184344,0.440565,0.229797,0.311079,0.0253464,1.98245,61.7916,0.000611947,3519.08
1.15424,0.000319133,0.375525,0.227044,0.131048,0.0258033,1.93817,83.2909,0.000824863,3525.1
1.16065,0.000104304,0.3811,0.230412,0.225192,0.0253504,1.99518,26.3823,0.000261275,3524.35
1.16098,0.000194093,0.369351,0.229474,0.178539,0.0254521,1.98107,46.4992,0.0004605,3522.74
1.15887,0.000292512,0.34025,0.226837,0.24594,0.0259426,1.93912,53.7979,0.000532783,3538.33
1.15543,0.000287109,0.427722,0.224389,0.145081,0.0252666,1.93559,50.0375,0.000495541,3538.23
1.15491,-3.3113e-05,0.38736,0.225818,0.206567,0.0255361,1.93879,95.7565,0.000948315,3555.69
1.15517,0.000154147,0.436567,0.224847,0.30331,0.0252825,1.95367,127.8,0.00126566,3528.08
1.15558,2.81732e-05,0.391657,0.228198,0.179437,0.0257951,1.9548,17.531,0.000173617,3486.69
1.16061,0.00020243,0.423438,0.228998,0.0974634,0.0253936,1.9816,25.3475,0.000251026,3537.16
1.15464,-4.06384e-06,0.396409,0.224017,0.289159,0.0255068,1.93458,110.051,0.00108988,3539.32
1.15516,0.000320187,0.451886,0.225168,0.263152,0.0259216,1.91969,95.3414,0.000944204,3546.27
1.15458,0.000141616,0.360916,0.230066,0.172086,0.0250513,1.99666,111.369,0.00110293,3536.42
1.15389,-3.40144e-06,0.379702,0.223952,0.245957,0.0255099,1.9235,65.0798,0.000644511,3535.98
1.15597,0.000156313,0.394758,0.229646,0.273011,0.0255238,1.97938,32.5454,0.00032231,3535.04
1.15518,0.000272514,0.419033,0.227574,0.104983,0.0256748,1.94972,14.7354,0.000145931,3539.1
1.15446,0.00010783,0.468975,0.226963,0.316726,0.0256625,1.93904,102.38,0.00101391,3541.87
1.15521,0.000251271,0.376939,0.230879,0.374996,0.0256777,1.97636,71.4139,0.00070724,3530.63
1.16118,0.00026709,0.445341,0.231665,0.111485,0.0252566,2.01692,28.6554,0.000283786,3534.26
1.15553,0.000341609,0.352734,0.227533,0.162624,0.025818,1.93646,60.3553,0.000597723,3530.14
1.15892,0.000288819,0.437699,0.189955,-0.320335,0.0268782,1.62399,74.1729,0.000734564,3539.96
1.15582,0.00014412,0.427559,0.203652,0.135974,0.0268412,1.71167,22.1261,0.000219124,3507.53
1.15537,4.00618e-05,0.40093,0.225727,0.281711,0.0252984,1.96111,61.9454,0.00061347,3513.02
1.15942,0.000319522,0.392157,0.180473,-0.03556,0.0271645,1.54684,12.7467,0.000126236,3523.03
1.15548,0.000264732,0.395078,0.22766,0.185584,0.0255251,1.9511,49.7529,0.000492723,3542.48
1.16995,-0.000113574,0.36702,0.222018,-0.220343,0.0252881,1.92155,27.2211,0.000269581,3508
1.15955,0.000220656,0.396494,0.187019,-0.117829,0.0268496,1.60062,76.3313,0.000755939,3530.51
1.15552,0.00022652,0.356693,0.228169,0.0891003,0.0257785,1.93738,12.8263,0.000127024,3511.89
1.15508,0.00011695,0.370496,0.228192,0.225523,0.0256428,1.95665,76.1911,0.000754551,3537.03
1.15579,0.000155463,0.350306,0.225588,0.181812,0.0255178,1.94407,81.0788,0.000802956,3540.19
1.15525,0.000142319,0.367741,0.225776,0.204059,0.0253627,1.95285,108.865,0.00107814,3545.4
1.15544,3.71267e-05,0.392484,0.225491,0.115308,0.0255873,1.93897,78.5231,0.000777646,3551.18
