mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
-0.265603,0.000603326,0.492989,0.170319,0.0251501,0.0304404,1.43735,225.934,0.000459406,3488.15
-0.26522,0.000125305,0.482605,0.16183,-0.206193,0.0312023,1.377,213.439,0.000433999,3484.23
-0.267245,0.00038259,0.484157,0.166545,-0.191747,0.0304991,1.41212,480.438,0.000976905,3513.83
-0.267461,0.000124203,0.452736,0.156459,0.0219701,0.0312994,1.33815,189.277,0.000384869,3474.99
-0.265231,0.000427893,0.413079,0.164153,-0.124778,0.0305955,1.39588,280.251,0.000569853,3488.79
-0.265317,0.000190286,0.512354,0.164698,-0.0432061,0.0308254,1.39961,298.593,0.000607149,3504.14
-0.26478,0.000249994,0.514569,0.147396,0.0587399,0.0293524,1.33126,408.073,0.000829761,3487.79
-0.267186,0.000238753,0.479853,0.165601,-0.0353488,0.0304521,1.40915,448.272,0.000911501,3508.34
-0.258147,0.000200864,0.448333,0.164734,0.0634674,0.0427179,1.24781,175.84,0.000357547,3477.02
-0.265349,0.000578547,0.508012,0.167172,0.161371,0.0303653,1.4158,278.045,0.000565367,3478.72
-0.265948,0.000452322,0.481627,0.162367,-0.154457,0.0301361,1.39723,151.481,0.000308016,3476.41
-0.265135,0.000384036,0.459092,0.174315,0.00925051,0.0291207,1.48157,175.714,0.000357291,3485.54
-0.265688,0.000181957,0.474405,0.148251,-0.0978286,0.0293499,1.31732,134.705,0.000273904,3480.42
-0.265288,0.000242855,0.546325,0.165393,-0.0965832,0.0313523,1.39022,276.388,0.000561998,3498.66
-0.258772,0.000518751,0.514573,0.168207,-0.0453745,0.0429852,1.242,221.802,0.000451003,3483.95
-0.257439,0.000181304,0.535038,0.155606,0.0444333,0.0423095,1.17008,279.9,0.00056914,3491.62
-0.268333,0.000486317,0.440228,0.168462,-0.0131534,0.037657,1.30114,218.394,0.000444074,3486.93
-0.261298,0.000139743,0.437848,0.162275,0.00207647,0.030102,1.38894,136.534,0.000277624,3468.29
-0.265173,0.000281481,0.570227,0.161724,-0.0556782,0.0310732,1.36777,179.585,0.000365161,3469.46
-0.258263,0.000217653,0.548073,0.172042,-0.024951,0.042735,1.25613,226.332,0.000460215,3484.27
-0.267371,0.000143186,0.590143,0.168735,-0.102548,0.030095,1.43671,201.446,0.000409613,3483.89
-0.267121,0.000609382,0.547921,0.170234,0.132687,0.0302705,1.42741,197.454,0.000401496,3477.36
-0.266774,0.000319369,0.458375,0.169026,-0.196384,0.0308575,1.41755,222.203,0.000451819,3470.74
-0.255239,0.000431479,0.495217,0.147273,0.163263,0.0403916,1.19122,357.37,0.000726663,3494.81
-0.262764,0.000360074,0.555221,0.163797,-0.115935,0.030403,1.39578,194.298,0.000395078,3486.42
-0.265936,0.000395001,0.435607,0.170463,-0.0672674,0.0303269,1.42691,139.101,0.000282843,3463.24
-0.264047,0.000123435,0.423782,0.168186,-0.0324501,0.0309491,1.4012,364.363,0.000740882,3510.79
-0.264942,0.000241908,0.557168,0.168442,0.0218366,0.0304521,1.41836,154.269,0.000313686,3464.86
-0.265072,0.000297466,0.443537,0.166933,0.110127,0.0302849,1.42099,127.699,0.000259659,3469.98
-0.267612,0.000285084,0.523509,0.165838,-0.164156,0.0378331,1.27897,371.563,0.000755523,3504.03
-0.267684,0.000145717,0.424114,0.16004,0.0464494,0.029339,1.40033,276.029,0.000561268,3495.53
-0.265555,0.000398785,0.450434,0.166299,-0.00151207,0.0306065,1.38695,216.313,0.000439842,3477.82
-0.256661,0.000193598,0.458034,0.152617,0.20693,0.0409736,1.19161,277.933,0.000565138,3494.15
-0.267612,0.000567291,0.399986,0.164531,-0.100095,0.0377752,1.27752,512.117,0.00104132,3512.9
-0.267135,0.000223761,0.479271,0.180727,-0.0403147,0.0333435,1.44171,258.15,0.000524913,3491.86
-0.267276,0.00034535,0.519285,0.168407,-0.123061,0.0378033,1.2886,229.798,0.000467263,3485.08
-0.267137,0.000386393,0.48951,0.168845,-0.155652,0.0304468,1.42289,145.436,0.000295724,3475.56
-0.264294,0.000522797,0.480378,0.174916,0.0194639,0.0324087,1.41656,212.739,0.000432575,3481.06
-0.257223,0.000470403,0.428636,0.211002,-0.0425169,0.044558,1.43632,182.356,0.000370797,3478.13
-0.2655,0.000166177,0.445978,0.168308,-0.0471847,0.0304411,1.42078,142.443,0.000289638,3472.55
-0.267285,0.000296216,0.475965,0.166179,-0.153397,0.0298936,1.41966,222.736,0.000452903,3486.09
-0.265061,6.85658e-05,0.438282,0.169647,-0.0335541,0.0315545,1.40104,218.495,0.00044428,3479.95
-0.266084,0.000221037,0.445909,0.177946,0.0460551,0.0290337,1.49902,173.948,0.000353701,3477.85
-0.265046,9.39322e-05,0.537612,0.168557,0.0240964,0.0306094,1.4117,190.335,0.00038702,3476.24
-0.261507,0.0003251,0.506918,0.158132,-0.0242278,0.0299723,1.36673,203.346,0.000413476,3482.85
-0.268971,0.00031735,0.558582,0.1699,-0.113419,0.0305713,1.43316,328.204,0.000667358,3505.94
-0.265111,0.000573595,0.46788,0.168675,0.0929187,0.0304755,1.41897,303.32,0.000616759,3482.87
-0.265563,0.000240827,0.476283,0.166448,0.0391588,0.030627,1.41059,236.168,0.000480216,3483.7
-0.264444,0.000380602,0.511105,0.17464,0.0405374,0.0325831,1.40524,245.794,0.000499789,3482.82
-0.270212,0.000554804,0.474249,0.163691,0.0855928,0.0334151,1.35222,353.73,0.000719261,3485.35
-0.264899,0.000331068,0.457235,0.166545,0.00232563,0.0308458,1.39849,196.689,0.00039994,3501.31
-0.264876,6.09363e-05,0.417701,0.166174,-0.0388584,0.0314448,1.38775,306.82,0.000623877,3506.34
-0.266815,0.000135351,0.466062,0.172578,-0.071165,0.0324111,1.40491,214.338,0.000435828,3485.29
-0.265742,0.000169647,0.48302,0.168443,0.00516241,0.0304232,1.41789,92.005,0.00018708,3464.63
-0.251789,0.000260463,0.436781,0.185905,-0.0468128,0.0398846,1.37159,145.107,0.000295055,3479.01
-0.265176,0.000194112,0.519684,0.164897,-0.0908798,0.0313234,1.38639,265.261,0.000539372,3485.25
-0.26794,0.000284917,0.451024,0.1581,-0.093531,0.0300194,1.36606,140.944,0.00028659,3466.52
-0.261573,4.65071e-05,0.561765,0.152541,-0.0611119,0.0336079,1.27403,397.069,0.000807386,3501.48
-0.265142,0.000267984,0.481523,0.170034,0.0172456,0.0306856,1.41696,461.462,0.00093832,3509.99
-0.264894,0.000139255,0.415401,0.167398,-0.0247955,0.0301208,1.42345,197.855,0.000402312,3475.67
-0.265556,-2.37709e-05,0.48096,0.16665,-0.133168,0.0305146,1.41198,447.955,0.000910856,3514.98
-0.268248,0.000396169,0.578428,0.165727,-0.0386302,0.03121,1.38212,197.051,0.000400675,3479.53
-0.264567,0.000281143,0.523072,0.162285,-0.0336404,0.0309488,1.38146,178.756,0.000363475,3478.48
-0.26502,0.000396155,0.480891,0.168883,0.124428,0.0304764,1.41992,209.685,0.000426367,3483.73
-0.266457,0.000249475,0.446502,0.170277,-0.250968,0.0299608,1.42841,149.559,0.000304107,3467.94
-0.25623,0.00041438,0.506082,0.155217,0.136619,0.0317397,1.33323,102.493,0.000208406,3451.22
-0.265409,0.000437785,0.493503,0.166934,0.0443898,0.0303841,1.42323,175.128,0.000356099,3475.91
-0.257135,0.000453959,0.43592,0.210252,-0.112525,0.0450793,1.42053,140.517,0.000285722,3465.2
-0.261066,0.000394486,0.514568,0.154991,-0.016046,0.0307893,1.33842,249.299,0.000506917,3488.96
-0.264862,0.000565854,0.439892,0.166613,-0.25393,0.0308381,1.40027,249.384,0.000507088,3481.15
-0.26724,0.000289711,0.439008,0.162367,-0.0597481,0.0310516,1.37124,212.682,0.00043246,3492.8
-0.264838,5.5673e-05,0.483398,0.165049,-0.0762609,0.0318325,1.36205,422.281,0.000858652,3502.64
-0.264261,0.000246432,0.561712,0.174506,0.0274871,0.0399844,1.30701,101.804,0.000207004,3466.57
-0.266555,0.000349049,0.475581,0.168852,-0.0377834,0.0304931,1.42367,174.833,0.0003555,3479.85
-0.265013,0.00029178,0.469422,0.166652,-0.027739,0.0310076,1.39642,116.875,0.000237649,3474.35
-0.26722,0.000609964,0.50265,0.168011,0.00868645,0.0303701,1.43089,396.313,0.000805849,3505.48
-0.268595,0.000172941,0.494654,0.166223,0.0455398,0.0311621,1.39637,173.107,0.000351989,3466.43
-0.265181,0.000191563,0.494291,0.170961,-0.251375,0.030334,1.43333,218.5,0.00044429,3481.34
-0.265185,0.000220676,0.508002,0.166104,-0.0277035,0.0295279,1.41186,126.559,0.000257341,3466.16
-0.265531,0.000249694,0.566509,0.161594,0.0323638,0.0305041,1.3806,156.545,0.000318312,3465.85
-0.259187,0.000593862,0.495883,0.173698,0.108948,0.0426085,1.25719,270.039,0.000549088,3500.12
-0.257735,0.000305608,0.485323,0.213613,-0.0617825,0.0455808,1.42053,200.391,0.000407468,3501.36
-0.267803,0.000546101,0.48745,0.178757,0.0247547,0.0337671,1.4195,163.682,0.000332824,3478.82
-0.265346,0.000178389,0.438938,0.168027,-0.181357,0.0305832,1.41833,219.528,0.00044638,3478.04
-0.266789,0.000646062,0.521034,0.170179,-6.30128e-05,0.0302047,1.4232,262.593,0.000533947,3475.89
-0.267671,0.000423712,0.471096,0.167751,-0.162197,0.0305374,1.41695,294.932,0.000599705,3495.87
-0.264858,0.000370421,0.462106,0.165551,0.0723027,0.0309846,1.39696,238.168,0.000484282,3488.35
-0.262239,0.000478189,0.503741,0.137653,0.141244,0.0285658,1.27866,347.707,0.000707016,3487.01
-0.261066,0.000459334,0.475736,0.155105,0.110057,0.0308025,1.33842,296.561,0.000603017,3501.57
-0.257158,0.000336373,0.5864,0.211068,0.0374067,0.0452004,1.42053,170.731,0.000347158,3463.93
-0.267224,0.000530829,0.471001,0.166102,-0.129992,0.0307828,1.39671,382.966,0.000778709,3509.83
-0.255459,0.000645887,0.460837,0.150357,0.080102,0.0418026,1.20938,158.124,0.000321524,3469.07
-0.265096,0.000488719,0.483134,0.166587,0.0734493,0.030596,1.40974,260.464,0.000529618,3484.44
-0.266583,4.56458e-05,0.451132,0.164023,0.0149731,0.0305545,1.3981,537.945,0.00109384,3503.38
-0.267245,0.000427913,0.528969,0.167687,-0.0522946,0.0304365,1.4213,536.015,0.00108991,3504.09
-0.266868,0.000235888,0.556895,0.165313,0.027862,0.0308236,1.39808,194.756,0.000396011,3483.2
-0.26939,0.000255536,0.464007,0.173386,-0.009508,0.0302918,1.44258,127.126,0.000258494,3469.21
-0.269149,0.000371997,0.583805,0.173612,0.0600172,0.0326487,1.40791,351.794,0.000715326,3501.83
-0.264451,0.000301333,0.463004,0.159478,0.174357,0.0301754,1.37753,328.352,0.000667659,3503.46
-0.258715,0.000334217,0.474303,0.169805,-0.0886386,0.0426942,1.27522,154.545,0.000314247,3479.17
-0.265059,0.000394488,0.517942,0.16326,-0.209416,0.0311027,1.39008,226.629,0.00046082,3495.21
-0.266196,0.000238021,0.511509,0.162496,0.00330883,0.0308616,1.38189,215.16,0.000437499,3480.05
-0.257842,0.000273287,0.419843,0.154957,-0.105906,0.0288207,1.37061,226.068,0.000459678,3477.85
-0.266712,0.000480165,0.556439,0.167508,-0.141545,0.0303657,1.42357,260.422,0.000529534,3496.34
