mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.180346,0.000170238,0.446502,0.232568,0.00532305,1.87799,0.0284926,2.15504e+12,0.000464286,3498.16
0.180889,0.000496873,0.42541,0.235454,0.0904365,1.90608,0.0285251,2.40848e+12,0.000518886,3507.81
0.180787,0.000153534,0.354911,0.235738,0.15481,1.8964,0.0286915,3.6537e+12,0.000787159,3541.48
0.180959,0.000405189,0.484259,0.235659,-0.0953834,1.93594,0.0279645,2.68529e+12,0.000578523,3516.82
0.180885,6.58973e-05,0.439971,0.234508,0.0719031,1.90169,0.0284866,3.72963e+12,0.000803517,3522.27
0.180841,0.000370773,0.420022,0.237153,0.0862025,1.97946,0.0274387,1.31478e+12,0.000283258,3480.93
0.180673,9.05588e-05,0.41819,0.234665,0.0752908,1.8926,0.0286691,1.78006e+12,0.000383499,3506.42
0.18145,0.000112604,0.400384,0.235224,0.107066,1.90364,0.0285509,2.39546e+12,0.000516081,3513.85
0.181063,0.000171947,0.448818,0.23602,-0.114186,1.90189,0.0286574,1.80185e+12,0.000388192,3483.24
0.182189,6.03251e-05,0.419143,0.238725,0.059023,1.94659,0.0280098,1.6374e+12,0.000352765,3494.23
0.180867,0.000394179,0.377043,0.235571,0.0489679,1.89874,0.0286459,2.17731e+12,0.000469082,3504.73
0.180491,0.000434256,0.357309,0.231809,-0.214925,1.94719,0.0266479,2.83495e+12,0.000610767,3525.32
0.18083,0.00010606,0.432953,0.235408,0.123588,1.89897,0.0286265,2.46922e+12,0.000531972,3516.57
0.180672,0.000587696,0.439409,0.232343,0.0375752,1.90572,0.0280491,2.60584e+12,0.000561407,3517.73
0.18083,0.000394094,0.409846,0.235536,0.147067,1.9025,0.0285813,3.8329e+12,0.000825766,3531.13
0.18083,0.00031093,0.377242,0.235292,-0.0311815,1.9011,0.0285959,3.08517e+12,0.000664674,3526.39
0.180963,0.00059717,0.426428,0.235122,0.129895,1.89861,0.0285934,2.31274e+12,0.00049826,3510.19
0.180856,0.000336861,0.433868,0.235333,-0.118057,1.88926,0.0287621,3.19087e+12,0.000687447,3524.31
0.180806,0.00034256,0.444093,0.235268,0.174057,1.89691,0.0286357,2.6328e+12,0.000567215,3514.87
0.180756,0.000152441,0.466371,0.235538,0.0451037,1.89798,0.0286436,2.18877e+12,0.000471552,3508.48
0.180723,0.000568584,0.508944,0.235184,0.130425,1.89375,0.0286592,2.23539e+12,0.000481595,3503.51
0.18098,0.000267197,0.411526,0.234964,0.0224168,1.89915,0.0285688,1.9855e+12,0.000427759,3495.34
0.18224,0.00038126,0.421501,0.236647,0.055158,1.96263,0.0277484,1.4109e+12,0.000303967,3484.7
0.180153,0.000493578,0.500771,0.234212,0.0355071,1.90572,0.0282779,2.34213e+12,0.000504592,3506.59
0.18083,0.000487483,0.412562,0.235535,0.0519967,1.89573,0.0286705,3.43506e+12,0.000740054,3527.67
0.180905,0.000230483,0.384992,0.234042,0.00139154,1.88537,0.0287212,2.75418e+12,0.000593365,3524.45
0.18083,0.000256454,0.372402,0.235458,-0.00681817,1.8985,0.0286363,2.58115e+12,0.000556087,3520.3
0.180756,0.000364561,0.430677,0.235004,0.321273,1.89883,0.0285701,2.49375e+12,0.000537257,3521.81
0.180924,0.000113606,0.429346,0.23579,0.0212065,1.90221,0.0285992,1.57613e+12,0.000339564,3502.12
