mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
-0.0312695,0.000319366,0.479431,0.187086,-0.0770839,1.32646,0.0421692,0.000363171,4.29276e-05,3482.61
-0.037236,0.000480925,0.378415,0.167811,0.12284,1.31294,0.0362977,0.00150126,0.000177452,3493.4
-0.0338813,0.000361541,0.446923,0.165258,0.0303622,1.24154,0.0398033,0.0026669,0.000315233,3522.31
-0.0369514,0.000813613,0.411882,0.172232,0.0752906,1.23226,0.0410335,0.000944091,0.000111593,3497.92
-0.0393228,0.000475115,0.394206,0.151165,0.0295871,1.19042,0.0383503,0.00244375,0.000288856,3523.21
-0.0367185,0.000579229,0.387047,0.170505,-0.088683,1.26848,0.0396995,0.0110235,0.001303,3528.94
-0.0360564,0.000464259,0.513876,0.135805,-0.0305692,1.17229,0.0384256,0.00123745,0.000146269,3509.03
-0.0363926,0.000442503,0.450313,0.148277,-0.0489073,1.19781,0.0379022,0.00431068,0.000509531,3537.39
-0.0410146,0.000252602,0.457136,0.139422,-0.139846,1.17604,0.0384399,0.00609916,0.000720933,3516.89
-0.0408854,0.000220941,0.42235,0.158767,-0.0436875,1.23218,0.0387556,0.00277867,0.000328444,3511.41
-0.0360001,0.00049346,0.431025,0.185222,-0.150329,1.3081,0.0417697,0.00530422,0.00062697,3532.79
-0.0392416,0.000453672,0.435376,0.187013,0.0580234,1.41457,0.036028,0.00155448,0.000183743,3526.47
-0.0356277,0.000666028,0.392575,0.150743,-0.105484,1.1851,0.0399645,0.00133161,0.000157399,3509.85
-0.0388439,0.000572449,0.372868,0.158816,-0.0192678,1.14622,0.0424952,0.00552723,0.000653329,3522.43
-0.0386571,0.000340092,0.4508,0.160903,-0.162048,1.24096,0.0393665,0.00512764,0.000606097,3527.59
-0.0358737,0.000378771,0.479642,0.184192,-0.200737,1.3609,0.0389506,0.00180194,0.000212992,3515.16
-0.0338034,0.000604472,0.420272,0.159279,-0.0161007,1.23728,0.0391988,0.0196711,0.00232517,3556.31
-0.0378452,0.000218802,0.39945,0.143802,-0.0361988,1.2251,0.0361164,0.00850203,0.00100496,3525.1
-0.0389738,0.000628218,0.444158,0.168226,-0.0287253,1.27074,0.0401967,0.000726264,8.58459e-05,3501.5
-0.0393534,0.000472321,0.39263,0.181907,0.154945,1.32348,0.0409988,0.00156505,0.000184992,3519.17
-0.0456618,0.000483352,0.456429,0.158218,0.0496323,1.22328,0.0390217,0.00162553,0.000192141,3525.18
-0.0469905,0.000633202,0.399363,0.180049,0.0259182,1.47723,0.0304139,0.00142434,0.00016836,3503.83
-0.0360461,0.000486019,0.422728,0.178197,-0.154798,1.2398,0.0433659,0.00328687,0.000388514,3503.36
-0.0366256,0.000488392,0.439696,0.156945,0.056044,1.21586,0.0389352,0.00184925,0.000218586,3502.42
-0.0360281,0.000607786,0.408087,0.16921,-0.261093,1.27006,0.0387331,0.00543709,0.000642675,3522.73
-0.0361321,0.00054138,0.371352,0.169019,-0.0456084,1.25981,0.0407647,0.00249234,0.000294599,3515.78
-0.0361902,0.000402751,0.421114,0.174956,-0.22583,1.27347,0.0402434,0.00283782,0.000335436,3511.76
-0.0362539,0.000555438,0.440634,0.174959,-0.0545648,1.25372,0.0424549,0.00282634,0.000334079,3518.23
-0.0391711,0.000737417,0.462547,0.166474,0.181959,1.28009,0.0385479,0.00296278,0.000350206,3495.66
-0.0365326,0.00059171,0.392941,0.158319,-0.12335,1.2242,0.0412007,0.00364219,0.000430514,3526.13
-0.0382061,0.000685008,0.450891,0.164941,-0.295551,1.27314,0.0381699,0.00795334,0.000940101,3523.37
-0.0394754,0.000590391,0.40943,0.166827,-0.0133468,1.28821,0.0390742,0.00344173,0.00040682,3521.16
-0.0358708,0.000731746,0.423719,0.156493,0.0445099,1.21548,0.0388964,0.00812109,0.000959929,3544.89
-0.0161714,0.000405921,0.436424,0.172266,0.0168892,1.32255,0.0372905,0.00135384,0.000160026,3497.42
-0.031227,0.00076449,0.457198,0.180931,0.107002,1.30889,0.0415507,0.00187448,0.000221568,3504.23
-0.0356467,0.000704684,0.386226,0.179024,-0.137468,1.29631,0.0394998,0.00608775,0.000719584,3534.81
-0.0394191,0.000620348,0.461742,0.154119,-0.1958,1.18834,0.041326,0.00682022,0.000806164,3530.44
-0.0356842,0.000342124,0.416544,0.153385,-0.11622,1.19907,0.0384818,0.00561748,0.000663998,3516.7
-0.0460712,0.000764886,0.470035,0.174701,-0.131409,1.40503,0.0320669,0.00154014,0.000182047,3509.55
-0.0374515,0.00068581,0.471789,0.171859,-0.00202246,1.24911,0.0434057,0.00137927,0.000163032,3512.38
-0.035971,0.000718108,0.484289,0.155763,-0.156143,1.21186,0.0389186,0.00912603,0.00107872,3534.23
-0.036093,0.000511145,0.44862,0.160179,-0.279398,1.26241,0.0370566,0.0055018,0.000650324,3531.65
-0.0408521,0.000649245,0.496881,0.158534,-0.0926723,1.25832,0.0384501,0.00370161,0.000437538,3511.7
-0.0361321,0.000178462,0.415128,0.169226,-0.218692,1.26048,0.0407864,0.00246539,0.000291414,3520.28
