mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.0456627,0.000101396,0.395825,0.185007,-0.107768,0.0273496,1.57831,0.0087953,0.00113788,3464.32
0.0519185,-8.74998e-06,0.541743,0.154839,-0.176903,0.0293251,1.35062,0.0017569,0.000227297,3423.5
0.0554912,0.000157593,0.441487,0.187245,-0.0215106,0.0275667,1.5794,0.00327128,0.000423217,3466.49
0.0457972,0.000141845,0.40932,0.183113,-0.0380343,0.0290527,1.52639,0.00156471,0.000202432,3455.75
0.0462612,0.000136263,0.429154,0.166084,-0.0604015,0.0286278,1.43485,0.00470268,0.000608403,3463.13
0.0251477,0.00022754,0.441042,0.25235,0.0708176,0.0421326,1.68141,0.000767454,9.92883e-05,3438.99
0.046447,6.81471e-05,0.546327,0.181781,-0.00317846,0.0293604,1.4936,0.00155212,0.000200804,3449.02
0.0591489,0.000199091,0.418565,0.153792,0.11785,0.0180279,1.61588,0.00075706,9.79437e-05,3429.53
0.0472808,0.00022782,0.430168,0.179382,-0.0417119,0.0290389,1.50377,0.00494277,0.000639465,3449.51
0.0454847,3.69924e-05,0.428646,0.183235,-0.16848,0.02882,1.53254,0.00742986,0.000961229,3448.02
0.0472376,-8.08055e-05,0.437435,0.181863,-0.168491,0.0290261,1.51763,0.00468725,0.000606407,3458.08
0.0472376,-3.07852e-05,0.460722,0.180229,0.0634534,0.0290629,1.50355,0.00130868,0.000169309,3432.59
0.0488012,7.122e-05,0.386578,0.145325,-0.0824621,0.0306714,1.28906,0.00199438,0.000258021,3435
0.0466798,6.705e-05,0.381137,0.181854,-0.0723645,0.0290631,1.51133,0.000901792,0.000116668,3437.5
0.0481383,0.000210572,0.437511,0.194531,0.0651912,0.0305592,1.54885,0.00393247,0.000508758,3449.43
0.0485614,2.49363e-05,0.386804,0.182712,-0.0077236,0.0283678,1.54137,0.00652029,0.000843554,3453.43
0.0475812,0.000120198,0.415425,0.175227,0.0616208,0.0272343,1.50483,0.0076278,0.000986837,3471.55
0.0550394,-5.41784e-06,0.495783,0.182259,0.0234138,0.0276441,1.55762,0.00849357,0.00109884,3465.72
0.0570597,-0.000118205,0.453172,0.21562,-0.0192467,0.0264599,1.82478,0.00109112,0.000141163,3442.3
0.0479195,0.000549418,0.425262,0.209295,0.0418637,0.0290872,1.70819,0.00504715,0.000652969,3431.86
0.0528611,0.000113082,0.490177,0.191411,0.0438569,0.0298987,1.56728,0.00171871,0.000222356,3457.05
0.0451892,0.000175117,0.479585,0.183688,-0.131319,0.0288209,1.54048,0.00136632,0.000176766,3440.53
0.0493851,0.000325495,0.424962,0.18408,-0.14946,0.0298155,1.49645,0.00101253,0.000130995,3453.48
0.0489779,9.53573e-05,0.428793,0.176081,-0.0830962,0.029621,1.46094,0.00149319,0.000193179,3455.56
0.05673,0.000103331,0.384818,0.185982,0.0614188,0.0300324,1.50514,0.00561328,0.000726212,3471.65
0.052276,7.43783e-05,0.476055,0.183614,-0.0254583,0.0208568,1.77124,0.00233186,0.000301681,3447.88
0.0466784,4.60863e-05,0.493536,0.178097,0.0194339,0.0291921,1.48877,0.0108388,0.00140226,3461.56
0.0465296,0.000266227,0.464297,0.181717,0.0204442,0.0291478,1.51186,0.0064047,0.0008286,3454.37
0.0529496,-0.000103696,0.372935,0.183862,-0.0045189,0.0306397,1.49783,0.00111996,0.000144893,3448.7
0.051476,0.000105298,0.416883,0.168446,0.0492759,0.0278404,1.46278,0.00628926,0.000813665,3468.5
0.0432538,0.000106468,0.415741,0.175598,-0.0159329,0.0282428,1.50093,0.00227172,0.000293901,3446.63
