mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
-0.0699184,6.37939e-05,0.443589,0.15562,-0.0232069,0.0415487,1.1957,4.65911e+08,0.000395431,3480.02
-0.0719232,0.000397645,0.439102,0.154127,-0.0707633,0.0449108,1.15681,5.21877e+08,0.000442931,3477.58
-0.0682387,0.000248093,0.472797,0.137891,-0.108853,0.042573,1.12567,7.82909e+08,0.000664476,3512.84
-0.0701933,0.000340307,0.410665,0.175114,-0.0263055,0.0459359,1.2373,4.21269e+08,0.000357542,3477.78
-0.0763341,0.000314755,0.450884,0.16829,0.106485,0.0451861,1.24917,5.43989e+08,0.000461698,3500.26
-0.0697261,0.0004417,0.443312,0.151545,-0.0465671,0.044052,1.17441,5.14679e+08,0.000436821,3481.06
-0.0681486,0.0004187,0.489296,0.130325,0.13918,0.0422236,1.09265,6.81251e+08,0.000578196,3499.33
-0.0707264,0.000274448,0.470001,0.145075,0.143009,0.0431758,1.15497,5.32874e+08,0.000452264,3494.71
-0.0689811,0.000379834,0.458942,0.133861,0.0258828,0.0371019,1.14863,6.75187e+08,0.000573049,3502.41
-0.0704913,0.000558735,0.444223,0.147142,-0.0273123,0.0434655,1.15177,4.79417e+08,0.000406894,3478.21
-0.24313,0.000279145,0.459739,0.215194,-0.0218563,0.0279757,1.78694,3.61109e+08,0.000306483,3462.43
-0.0689703,0.000246395,0.419256,0.126,-0.0847871,0.0418242,1.10521,5.38181e+08,0.000456769,3486.9
-0.0771661,0.000201547,0.390885,0.160748,-0.212768,0.045453,1.18096,3.43125e+08,0.000291219,3465.14
-0.0753205,-3.88568e-05,0.431279,0.123972,0.0984369,0.0410576,1.08813,7.82541e+08,0.000664164,3498.49
-0.070667,0.000341505,0.476173,0.158596,-0.0944271,0.0433282,1.19834,5.41007e+08,0.000459167,3486.05
-0.0753205,0.000438442,0.457272,0.130176,0.102352,0.0412288,1.11307,6.22275e+08,0.000528141,3484.7
0.18244,0.000632055,0.47633,0.147712,-0.107143,0.0326853,1.2753,6.24331e+08,0.000529886,3497.25
-0.0681412,8.17857e-05,0.453488,0.139584,0.0817575,0.0412532,1.14611,5.78883e+08,0.000491313,3493.13
-0.0753205,-0.000164658,0.49601,0.132523,-0.0413032,0.0399377,1.12811,7.40067e+08,0.000628115,3502.4
-0.0700031,7.95247e-05,0.494683,0.138495,-0.126528,0.0425565,1.13256,5.96375e+08,0.000506159,3489.48
-0.0756346,0.00039372,0.397227,0.127167,-0.0801077,0.0419537,1.08042,6.63649e+08,0.000563256,3489.32
-0.0715136,0.000264355,0.525538,0.147246,-0.180482,0.0423653,1.18039,7.28083e+08,0.000617943,3503.5
-0.0667276,-4.62068e-06,0.456764,0.163742,-0.107128,0.0450254,1.19152,6.09632e+08,0.000517411,3499.63
-0.0719604,0.000264642,0.456091,0.128079,0.253267,0.041315,1.12388,6.59748e+08,0.000559946,3496.86
-0.0762481,0.00015254,0.480858,0.148105,-0.142175,0.0456846,1.1262,5.79668e+08,0.00049198,3489.73
-0.0698586,0.000250793,0.519391,0.159594,0.0894422,0.0442978,1.17254,6.39719e+08,0.000542947,3496.99
-0.0759687,0.000176893,0.42053,0.126074,-0.0581253,0.0429729,1.08432,9.05872e+08,0.000768838,3510.71
-0.067957,0.00028112,0.45646,0.153663,0.122959,0.0425155,1.17121,7.32774e+08,0.000621925,3504.83
-0.0750619,0.000252607,0.497325,0.188743,-0.0709576,0.0420545,1.34501,3.80761e+08,0.000323162,3467.9
-0.0686331,0.00021593,0.428352,0.141418,0.0504546,0.0421141,1.13983,6.17885e+08,0.000524416,3484.11
-0.0700031,0.000317641,0.500062,0.13721,0.133643,0.0417162,1.13183,6.1185e+08,0.000519294,3490.81
-0.0755175,0.000463698,0.450752,0.117954,0.0119716,0.0413495,1.079,6.82081e+08,0.0005789,3494.85
0.220592,0.000271404,0.436112,0.171296,0.094665,0.0306621,1.42636,4.5577e+08,0.000386824,3475.88
-0.0753205,0.000285544,0.50436,0.125082,0.01152,0.041244,1.09958,7.70627e+08,0.000654051,3508.44
-0.0700031,0.000263342,0.430313,0.140766,-0.059942,0.0409375,1.16348,5.31848e+08,0.000451393,3487.24
-0.0636303,0.000230661,0.448955,0.139201,-0.096201,0.0424055,1.13111,5.73041e+08,0.000486355,3488.91
-0.070583,0.000183982,0.459433,0.144348,-0.148808,0.0405899,1.16988,7.7637e+08,0.000658926,3508.37
-0.070583,4.25472e-05,0.409153,0.137016,-0.0803177,0.0417959,1.12934,7.35956e+08,0.000624625,3505.29
-0.0756346,0.000425285,0.401858,0.122916,-0.0670083,0.0414258,1.08136,7.19643e+08,0.00061078,3493.23
-0.0753205,0.000229776,0.466123,0.130969,-0.0150308,0.0418311,1.10046,6.14207e+08,0.000521294,3485.73
-0.0759687,0.00033621,0.438901,0.127337,-0.0909461,0.0429729,1.08804,8.48966e+08,0.00072054,3506.83
-0.0707264,0.000306216,0.488878,0.147999,-0.122409,0.0433488,1.17224,5.26263e+08,0.000446654,3483.08
-0.075627,0.000125356,0.442017,0.123161,-0.0856706,0.0411195,1.09227,8.07615e+08,0.000685444,3510.67
-0.0704966,0.00013231,0.490712,0.161415,0.0740678,0.0442105,1.17855,5.26699e+08,0.000447024,3478.51
