mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.213926,0.000671606,0.534766,0.158147,0.0872342,1.56142,0.0207022,0.0014511,0.000162847,3478
0.211682,0.000335991,0.492354,0.17871,-0.0106646,1.67224,0.0221653,0.0061645,0.000691798,3516.59
0.211792,0.000527565,0.533844,0.165522,-0.0444663,1.5948,0.0216022,0.00455222,0.000510863,3510.74
0.215611,0.000614717,0.465374,0.15191,0.0439872,1.59387,0.0184758,0.0066186,0.000742758,3502.05
0.217281,0.00053958,0.495423,0.173111,0.199674,1.63377,0.0220646,0.0017886,0.000200722,3492.06
0.219337,0.000565899,0.467029,0.169834,0.0920672,1.46084,0.0282501,0.000466455,5.23469e-05,3447.05
0.211963,0.000549914,0.517644,0.166741,0.07651,1.59145,0.0217957,0.0102091,0.0011457,3543.42
0.214541,0.00055894,0.47819,0.182729,0.0184334,1.74434,0.0208763,0.00433434,0.000486412,3518.67
0.211792,0.000661703,0.487946,0.16539,-0.106087,1.59698,0.0215716,0.0152917,0.00171608,3531.96
0.217378,0.000642339,0.459962,0.159413,0.107517,1.5672,0.0205581,0.00285588,0.000320496,3494.02
0.211882,0.000711611,0.525367,0.166537,-0.014141,1.59852,0.0215833,0.00134034,0.000150417,3482.97
0.210912,0.000223676,0.497265,0.159063,0.0660364,1.56936,0.0205878,0.00105868,0.000118808,3483.83
0.217508,0.000333768,0.480576,0.170309,0.0537442,1.59038,0.022584,0.00432155,0.000484977,3509.14
0.211792,0.000201679,0.462211,0.165636,0.0433951,1.58892,0.0216513,0.00338825,0.000380239,3498.98
0.211717,0.000457147,0.563593,0.165301,0.0222476,1.59236,0.0216065,0.00202771,0.000227555,3487.66
0.211792,0.000615461,0.443861,0.166253,-0.0326467,1.58515,0.0217563,0.00687672,0.000771726,3524.16
0.212748,0.000198386,0.425061,0.162692,-0.071938,1.57159,0.0215874,0.00590032,0.000662151,3521.46
0.211792,0.000460626,0.453126,0.165555,0.0524047,1.59054,0.0216405,0.00200093,0.00022455,3497.27
0.211886,0.000322286,0.475493,0.166495,0.00635306,1.5897,0.0217036,0.00670189,0.000752105,3525.51
0.210296,0.000655939,0.495225,0.161969,-0.0791641,1.58497,0.020875,0.00420578,0.000471985,3506.98
0.215114,0.000697687,0.517724,0.175482,0.0793676,1.64312,0.0221391,0.00617404,0.000692869,3514.09
0.211792,0.000287507,0.469579,0.16607,-0.0196447,1.58626,0.0217199,0.0135391,0.0015194,3520.2
0.212617,0.000349057,0.49379,0.16429,0.102951,1.57976,0.0216362,0.00856974,0.000961721,3516.19
0.211792,0.000259043,0.505811,0.16584,0.0529252,1.59286,0.0216616,0.00390517,0.00043825,3512.83
0.211888,0.000361826,0.504542,0.165996,0.164299,1.59261,0.0216386,0.00508247,0.00057037,3505
0.211792,0.000338603,0.553631,0.16587,0.0029654,1.59306,0.021662,0.00523547,0.000587539,3507.59
0.214072,0.000614179,0.490489,0.163875,-0.0275454,1.57838,0.0215864,0.0040243,0.000451618,3532.35
0.211792,0.000360992,0.537652,0.165763,0.0908054,1.58407,0.0217322,0.01683,0.00188871,3521.28
0.211649,0.000688598,0.502174,0.165711,-0.150199,1.59491,0.0216354,0.00342299,0.000384138,3489.69
0.211683,0.000567917,0.471242,0.165959,0.148219,1.59151,0.0216396,0.00137288,0.000154068,3482.38
0.212394,0.000373724,0.422421,0.163785,-0.0642367,1.58068,0.0215649,0.00569068,0.000638625,3521.2
0.211792,0.000522554,0.47878,0.165581,0.0496706,1.58935,0.021652,0.00888941,0.000997595,3521.7
0.211792,0.000674998,0.516067,0.165556,0.00272378,1.59158,0.0216373,0.00290622,0.000326144,3495.92
0.211814,0.000285939,0.480344,0.165692,-0.018633,1.58785,0.0216717,0.00469437,0.000526816,3509.28
0.211572,0.000718705,0.476362,0.165836,0.00305009,1.59633,0.0216423,0.00468061,0.000525271,3521.56
0.212076,0.000308641,0.526923,0.164946,-0.118883,1.58733,0.0215515,0.0212525,0.00238502,3537.38
0.211792,0.000526996,0.495156,0.166533,0.0050913,1.5844,0.0217787,0.00453049,0.000508425,3492.85
0.212022,0.000540609,0.556582,0.165829,0.0896775,1.56909,0.0218299,0.00278149,0.000312147,3486.64
0.211792,0.000405222,0.450409,0.166047,0.0957332,1.58928,0.0216792,0.00394551,0.000442777,3506.95
0.214074,0.000425074,0.633058,0.162864,-0.0462229,1.58093,0.0211933,0.000886637,9.9501e-05,3488.24
0.211792,0.000594695,0.493521,0.165458,0.00689061,1.59306,0.021619,0.00179708,0.000201674,3496.19
0.211792,0.000460381,0.483484,0.165404,0.0216775,1.5933,0.0216122,0.00503312,0.000564831,3506.23
0.216462,0.000523293,0.475928,0.202123,0.123961,1.95146,0.0202577,0.00584882,0.000656371,3511.64
0.221228,0.000422662,0.514329,0.168,0.0193175,1.45314,0.0284758,0.00719244,0.000807156,3499.46
0.216533,0.000751085,0.523634,0.161018,-0.130301,1.55292,0.0215141,0.00249812,0.000280347,3510.47
0.217381,0.000591063,0.467173,0.204057,-0.0532492,1.9445,0.0206809,0.00489888,0.000549766,3507.7
0.217071,0.00107631,0.590217,0.16585,0.0891027,1.57999,0.0220201,0.00293942,0.00032987,3493.8
0.216771,0.000569986,0.561976,0.17687,0.00425632,1.63441,0.0222254,0.00140517,0.000157692,3500.91
0.211792,0.000389386,0.445249,0.165762,0.0961402,1.58863,0.0216748,0.0103575,0.00116235,3522.59
0.211814,0.000596042,0.452169,0.16572,-0.0949235,1.58779,0.0216749,0.00531725,0.000596717,3516.55
0.211792,0.000597722,0.50184,0.165784,-0.0666191,1.58785,0.0216813,0.00248321,0.000278673,3485.03
0.211823,0.000414959,0.505147,0.16545,-0.0696305,1.59104,0.0216458,0.00466291,0.000523285,3523.78
0.211929,0.000354006,0.589474,0.166191,-0.133384,1.59512,0.0216563,0.00281561,0.000315976,3488.84
0.217126,0.000641557,0.516174,0.203102,0.0167287,1.95399,0.0205294,0.00407358,0.000457149,3516.87
0.211792,0.000435651,0.496902,0.166473,0.0139501,1.59053,0.0217515,0.00315237,0.000353768,3502.8
0.216953,0.000653965,0.501383,0.161412,0.126903,1.60806,0.0199253,0.00259433,0.000291143,3489.49
0.211792,0.00049321,0.438342,0.165934,0.0204457,1.59057,0.0216498,0.006373,0.000715197,3523.15
0.212459,0.000300325,0.502505,0.16242,0.117247,1.57665,0.0213926,0.00305274,0.000342587,3500.83
0.211553,0.000361747,0.567011,0.165317,-0.0490869,1.59156,0.0216126,0.00586483,0.000658168,3512.11
0.215379,0.000590318,0.479928,0.166936,-0.110081,1.61212,0.0210373,0.00303607,0.000340716,3500.4
0.21193,0.000650398,0.498833,0.165722,-0.0612351,1.58923,0.0216673,0.00944362,0.00105979,3511.97
0.211792,0.000486504,0.456018,0.165778,-0.00125644,1.58622,0.0216896,0.00864556,0.00097023,3517.49
0.211531,0.000769773,0.534086,0.169421,0.00757178,1.59456,0.0220152,0.00957921,0.00107501,3527.89
0.211734,0.000541111,0.511435,0.165463,0.0483559,1.59346,0.0216175,0.000877217,9.84438e-05,3471.88
0.211836,0.000684088,0.522707,0.165392,-0.0560408,1.59125,0.0216369,0.00136692,0.000153399,3476.98
0.216257,0.00040517,0.483624,0.200766,0.0192686,1.93527,0.0203197,0.00392103,0.000440029,3493.26
0.211632,0.000897457,0.605321,0.165732,-0.139535,1.58888,0.0216994,0.00383718,0.00043062,3496.38
0.212599,0.000483804,0.428892,0.160784,0.134236,1.56243,0.0214056,0.00293176,0.00032901,3491.09
0.211875,0.000709767,0.459697,0.165672,0.0797677,1.59145,0.0216633,0.00139464,0.00015651,3482.69
0.211702,0.000434814,0.444859,0.165227,0.0993832,1.59145,0.0216379,0.00628343,0.000705145,3526.22
0.216856,0.000721898,0.425886,0.154316,-0.038234,1.51254,0.0213517,0.00298443,0.000334922,3503.82
0.211792,0.000351253,0.455223,0.165956,-0.157223,1.59057,0.0216522,0.00481366,0.000540203,3495.53
0.211827,0.000265587,0.475401,0.166096,-0.0349691,1.58662,0.0217207,0.00194371,0.000218128,3495.86
0.211821,0.000788685,0.509173,0.165267,-0.00928135,1.59094,0.0216108,0.0036272,0.000407055,3513.67
0.212085,0.000418633,0.51377,0.16867,0.126746,1.61606,0.021608,0.00627512,0.000704212,3518.9
0.211792,0.000598341,0.432807,0.165204,0.119868,1.59011,0.0216086,0.000922548,0.000103531,3481.68
0.211792,0.00058959,0.448458,0.165409,-0.0163995,1.58976,0.0216548,0.00251965,0.000282762,3482.72
0.212546,0.000613379,0.48636,0.165648,-0.0371421,1.52639,0.0232208,0.00315428,0.000353982,3515.94
0.214147,0.000571799,0.483703,0.159494,-0.00434806,1.53224,0.021889,0.00125807,0.000141184,3474.84
0.213031,0.000943686,0.577322,0.164457,-0.039018,1.56685,0.0217801,0.00247051,0.000277248,3499.89
0.212029,0.000234221,0.478162,0.165905,0.116693,1.59438,0.0213956,0.00224736,0.000252205,3508.08
0.211792,0.000603406,0.460484,0.16552,0.165027,1.58726,0.0216726,0.00136556,0.000153248,3508.82
0.212208,0.000103406,0.487944,0.164568,0.15189,1.56067,0.0220499,0.00783971,0.000879794,3521.6
0.211792,0.000590318,0.486319,0.165883,0.0648472,1.59306,0.0216633,0.000601427,6.74938e-05,3465.76
0.212059,0.000321941,0.533385,0.164621,-0.170637,1.57762,0.0217431,0.00459637,0.000515818,3504.93
0.212036,0.000365932,0.431558,0.165872,0.043434,1.57889,0.0218445,0.00225247,0.000252779,3479.12
0.211831,0.000684321,0.481958,0.165822,0.025904,1.58506,0.0217234,0.00269977,0.000302976,3498.69
0.212166,0.000208241,0.490716,0.165712,0.19522,1.56949,0.0218754,0.0013112,0.000147146,3466.98
0.211937,0.000787351,0.582626,0.165915,0.0313801,1.58762,0.0216962,0.000608081,6.82406e-05,3470.94
0.210663,0.00048539,0.382785,0.182657,0.086281,1.68021,0.0224427,0.00159024,0.000178462,3490.23
0.211792,0.000397398,0.513296,0.166363,0.169324,1.59306,0.0217134,0.00197151,0.000221248,3489.36
0.212413,0.000260905,0.439319,0.16493,-0.0125871,1.58442,0.021516,0.00176969,0.000198599,3485.27
0.211858,0.000622089,0.471,0.165499,-0.12498,1.58912,0.021719,0.00169688,0.000190429,3491.65
0.211793,0.000552422,0.525174,0.165614,0.0596142,1.59306,0.0216353,0.00618787,0.00069442,3505.32
0.21184,0.00043007,0.511714,0.165942,-0.231279,1.58654,0.0216947,0.00126865,0.000142372,3469.28
0.211894,0.000290341,0.461248,0.165938,-0.033972,1.58876,0.02166,0.000818243,9.18256e-05,3463.42
0.211885,0.000479514,0.468525,0.1646,0.145582,1.57231,0.02163,0.0014751,0.00016554,3469.72
0.217159,0.000727727,0.505556,0.204069,0.0154503,1.94356,0.0206804,0.0017996,0.000201956,3494.77
0.21182,0.000603045,0.405322,0.165023,0.0817401,1.58577,0.0216732,0.00266345,0.0002989,3488.15
0.215847,0.000488393,0.482852,0.180176,-0.119414,1.73626,0.0205697,0.00227684,0.000255514,3502.49
0.214097,0.000284244,0.437687,0.159632,-0.125728,1.54818,0.0215702,0.00249794,0.000280326,3490.74
0.212209,0.000655474,0.510473,0.168357,0.0116162,1.59959,0.0214601,0.00368956,0.000414053,3492.32
0.211894,0.000132134,0.500226,0.166147,-0.0320924,1.59048,0.0216726,0.00234059,0.000262668,3502.7
0.211892,0.000279248,0.489531,0.165642,0.134082,1.59306,0.0216382,0.00734331,0.000824087,3509.83
0.211792,8.78295e-05,0.548444,0.166811,0.0723822,1.59921,0.0215099,0.00460255,0.000516511,3508.82
0.211792,0.000331234,0.499785,0.165378,0.0114651,1.58883,0.02167,0.0062243,0.000698509,3502.49
0.211792,0.000403057,0.501652,0.165983,0.100984,1.59291,0.0216746,0.00528359,0.000592939,3502.54
0.216113,0.000455502,0.506161,0.202585,0.178494,1.96536,0.0200324,0.00637792,0.000715748,3509.8
0.211741,0.000799915,0.434523,0.165602,0.0014922,1.58785,0.0216624,0.0104354,0.00117109,3519.54
0.211792,0.000547313,0.520058,0.166277,0.11313,1.58395,0.0217543,0.00411438,0.000461728,3508.52
0.211767,0.000538971,0.426539,0.166366,0.232786,1.58248,0.0218589,0.00570281,0.000639985,3502.3
0.21183,0.000408511,0.491396,0.165873,-0.0358846,1.5818,0.0217873,0.00781297,0.000876794,3528.78
0.213421,0.000735079,0.475642,0.161816,-0.116727,1.57749,0.0211278,0.00326122,0.000365984,3510.35
0.211648,0.00074353,0.448804,0.165338,-0.00467916,1.59363,0.0216037,0.00164572,0.000184687,3484.55
0.212459,0.000339622,0.587144,0.162248,-0.110814,1.57369,0.0214055,0.00226667,0.000254372,3495.95
0.211772,0.000514469,0.450321,0.163893,0.0567981,1.52908,0.0224931,0.00119547,0.000134159,3474.41
0.211995,0.000363357,0.451402,0.157754,0.0348836,1.52157,0.0216132,0.00233538,0.000262083,3483.67
0.212534,0.000635185,0.448776,0.16146,-0.0236092,1.55013,0.0216304,0.000902559,0.000101288,3476.13
0.212066,0.000539299,0.555645,0.165724,0.0926501,1.58999,0.0216353,0.00284794,0.000319604,3494.65
0.21667,0.000526847,0.558363,0.164878,0.0607311,1.52917,0.0231595,0.00210684,0.000236436,3493.11
0.239175,0.000495737,0.516444,0.213515,0.00282623,1.76343,0.0281069,0.000927429,0.000104079,3491.62
0.211792,0.000610658,0.430766,0.165679,0.21695,1.59508,0.0216312,0.00606705,0.000680862,3507.49
0.211792,0.000638866,0.492869,0.165836,-0.0886205,1.58785,0.0216868,0.00587311,0.000659097,3497.99
0.211792,0.000652909,0.466319,0.167622,-0.0185836,1.60299,0.0215438,0.0022881,0.000256778,3510.78
0.212417,0.000697813,0.496528,0.166744,0.00566992,1.58573,0.0217974,0.00166252,0.000186573,3483.99
0.211792,0.000638594,0.470138,0.165235,-0.00823231,1.59306,0.021596,0.00260717,0.000292584,3498.35
0.211792,0.000393997,0.477779,0.165835,0.00399275,1.58863,0.0216824,0.00417735,0.000468795,3498.71
0.211792,0.000119294,0.569998,0.165899,0.0972763,1.58785,0.0216933,0.00929351,0.00104294,3514.72
0.211792,0.000448359,0.468372,0.165431,0.18848,1.58172,0.0217714,0.00594245,0.000666879,3497.13
0.212908,0.000344139,0.543509,0.163453,-0.130935,1.56817,0.0214437,0.00148884,0.000167082,3501.01
0.211792,0.000602894,0.461659,0.165756,-0.0328861,1.58785,0.0216784,0.0058102,0.000652038,3510.05
