mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.216833,0.000497864,0.469189,0.153494,0.128696,0.0260522,1.39676,1.14261e+14,0.000478082,3509.14
0.215286,0.000562967,0.501926,0.137911,0.0856708,0.0266907,1.30088,1.62985e+14,0.000681953,3521.98
0.2117,0.00029829,0.468409,0.134701,-0.0640606,0.0224557,1.35775,1.13011e+14,0.000472852,3490.73
0.214454,0.000198526,0.438108,0.149294,0.0459499,0.0284155,1.34961,8.66895e+13,0.000362721,3476.47
0.220192,0.000457196,0.462494,0.155636,0.108846,0.0239269,1.46943,1.04933e+14,0.000439056,3508.18
0.215996,0.000483815,0.470383,0.13719,-0.0851297,0.0272275,1.29221,9.76257e+13,0.00040848,3487.92
0.216214,0.000631046,0.456711,0.140069,0.0310226,0.0268925,1.32216,8.67713e+13,0.000363063,3477.85
0.215996,0.000428236,0.468069,0.138049,0.0991917,0.0267253,1.31393,6.20684e+13,0.000259703,3468.84
0.215996,0.000405784,0.430999,0.144809,0.0259257,0.0272755,1.34381,1.31954e+14,0.000552113,3510.7
0.215996,0.000644066,0.488525,0.141099,0.0735188,0.0270145,1.32587,1.37896e+14,0.000576976,3509.17
0.215443,0.000613451,0.49832,0.132136,0.0478651,0.0262243,1.27559,1.50809e+14,0.000631006,3497.69
0.215681,0.00033422,0.432699,0.153125,0.177209,0.0281355,1.37645,1.53132e+14,0.000640725,3516.55
0.218083,0.00060226,0.436105,0.156921,0.124731,0.0277265,1.41281,1.0704e+14,0.000447869,3492.87
0.214454,0.000806289,0.509171,0.142039,0.115004,0.0302831,1.27769,8.96347e+13,0.000375044,3480.6
-0.486239,0.000557592,0.491199,0.202999,0.203023,1.42664,0.0428066,1.02421e+14,0.000428542,3501.01
0.215996,0.000443045,0.434531,0.145341,0.152885,0.0273329,1.34381,8.15684e+13,0.000341293,3475.35
0.215996,0.000541193,0.445841,0.144143,0.0808202,0.0274512,1.33583,1.26247e+14,0.000528234,3506.85
0.215996,0.000453915,0.460395,0.138032,-0.0288742,0.0266631,1.32496,1.53154e+14,0.000640817,3511.36
0.202201,0.000414546,0.445269,0.147337,0.0200424,0.0207977,1.4875,1.71695e+14,0.000718397,3519.74
0.215996,0.000362688,0.416244,0.145881,-0.0131239,0.0274445,1.33486,1.42152e+14,0.000594784,3498.64
0.215996,0.00057523,0.465259,0.13882,-0.0684943,0.026789,1.31707,1.755e+14,0.000734318,3521.26
0.215286,0.000524294,0.44348,0.14138,0.0206837,0.0270897,1.31351,1.56912e+14,0.000656542,3511.57
0.215996,0.000440475,0.400287,0.137677,-0.0837545,0.0267515,1.31166,1.19168e+14,0.000498615,3499.29
0.215996,0.000512673,0.474456,0.143169,-0.23126,0.0271509,1.33486,1.03895e+14,0.000434709,3496.17
0.215996,0.000584993,0.51143,0.145811,-0.129325,0.0273724,1.34575,2.04419e+14,0.000855319,3522.9
0.217262,0.000460209,0.451117,0.153181,0.155712,0.0281041,1.38255,1.08528e+14,0.000454094,3500.17
0.218275,0.000276557,0.498956,0.142289,-0.0711522,0.0277339,1.31175,1.04452e+14,0.00043704,3490.1
0.214477,0.000713665,0.518515,0.151843,-0.0790308,0.0279261,1.37791,7.11842e+13,0.000297844,3478.29
0.214477,0.000230911,0.426638,0.155532,0.0814887,0.0283088,1.39175,9.33035e+13,0.000390395,3494.47
0.218223,0.00018658,0.470631,0.14837,0.214698,0.027185,1.36854,1.09853e+14,0.000459638,3491.89
0.215864,0.000559739,0.557764,0.148981,0.196082,0.0266003,1.38086,1.06607e+14,0.000446059,3491.52
0.215286,0.00029824,0.472152,0.14129,0.10505,0.026764,1.31479,8.77808e+13,0.000367287,3479.52
0.215969,0.000552387,0.584585,0.140148,0.108723,0.0263776,1.31918,1.79201e+14,0.000749802,3523.2
0.215521,0.000259003,0.529559,0.136313,0.200539,0.0265579,1.29441,1.26289e+14,0.00052841,3492.27
0.217262,0.000674352,0.438518,0.15544,0.0158579,0.0283563,1.38255,1.35631e+14,0.000567499,3510.46
0.216111,0.000317491,0.395806,0.153726,-0.0197904,0.0282087,1.37545,1.37441e+14,0.000575072,3515.89
0.215996,0.000322038,0.417841,0.136607,-0.058533,0.0267528,1.30616,1.01091e+14,0.000422979,3491.57
0.215996,0.000580598,0.480422,0.137909,-0.0134167,0.0266657,1.32212,1.1431e+14,0.000478288,3504.18
0.216086,0.000421998,0.429506,0.158428,0.0655996,0.0298748,1.36466,1.08976e+14,0.000455972,3503.06
