mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.0594165,0.000369259,0.550545,0.290472,0.0503232,0.0556856,1.67201,0.205858,0.000177748,3217.04
0.028163,0.000244912,0.54278,0.280826,-0.0652842,0.0639261,1.50598,0.442568,0.000382134,3226.65
0.0640362,0.000693782,0.490593,0.289973,0.0292651,0.0523876,1.72563,0.4906,0.000423608,3222.83
0.0128215,0.000892093,0.462544,0.160352,-0.0201822,0.0869294,0.999798,0.724519,0.000625584,3251
0.0557823,0.000443611,0.49532,0.181824,0.00658889,0.0491442,1.25242,1.8385,0.00158745,3285.76
0.0603679,0.000490339,0.476033,0.301403,-0.057362,0.0530231,1.77696,0.418755,0.000361574,3229.92
0.0289868,0.000684232,0.486723,0.195414,-0.172767,0.0610169,1.23564,0.433057,0.000373923,3220.73
0.0433526,0.000651733,0.490991,0.287683,0.0370939,0.0478562,1.81419,0.229445,0.000198114,3230.98
0.04962,0.000871756,0.505454,0.226633,0.0170165,0.0520278,1.40342,0.236101,0.000203861,3220.26
0.0566653,0.000743559,0.467737,0.239702,0.0218989,0.0538991,1.44429,0.87249,0.00075335,3244.33
0.0450915,0.000287965,0.428455,0.229671,0.0633875,0.0514119,1.43367,0.459388,0.000396658,3232.14
0.00173564,0.000255689,0.498595,0.204431,0.0145595,0.0859221,1.11774,0.472928,0.000408349,3239.1
0.0428598,-1.95208e-05,0.496491,0.274427,0.00451476,0.0515718,1.65875,1.62192,0.00140044,3280.04
0.0298996,0.000708522,0.463628,0.265075,-0.0967506,0.0635545,1.44071,1.50496,0.00129946,3271.23
0.0305763,0.000466004,0.508447,0.340633,0.27039,0.0624972,1.82997,0.194825,0.000168221,3208.64
0.00770445,0.000586884,0.514564,0.19865,-0.0440968,0.0823229,1.11923,0.513288,0.000443197,3220.1
0.0271006,0.000387641,0.455616,0.261446,0.0171898,0.0727161,1.32678,0.332414,0.000287022,3220.72
-0.00589426,0.000140153,0.492703,0.174634,-0.0770112,0.0768906,1.09684,0.31144,0.000268913,3212.17
0.0697169,0.000329641,0.477086,0.192006,0.124472,0.0513228,1.28114,2.1171,0.001828,3275.14
0.0666053,0.000460663,0.524059,0.209223,-0.164693,0.0517904,1.33929,1.03342,0.000892304,3254.23
