0.992063
 sum temp post:-53993.7 posterior:-53993.7 mu: 0.917344 gam: -0.574519 s_j: 2.40015e+92 s_v: 0.819234 rho: -0.844945 k: 1.59437 v: 0.210473 w: 0.00632744 norm_w: 0.000361462 cum_w: 0.000361462 untempered_lik: 268.883
 sum temp post:-53960.1 posterior:-53960.1 mu: 0.905834 gam: -1.81203 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.902617 k: 1.59437 v: 0.210473 w: 0.0141933 norm_w: 0.000810807 cum_w: 0.00117227 untempered_lik: 321.565
 sum temp post:-53897.1 posterior:-53897.1 mu: 0.903046 gam: -1.20875 s_j: 1.65222e+92 s_v: 0.819234 rho: -0.844945 k: 1.59437 v: 0.210473 w: 0.00682938 norm_w: 0.000390137 cum_w: 0.00156241 untempered_lik: 271.552
 sum temp post:-54001.9 posterior:-54001.9 mu: 0.894374 gam: 0.0442891 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.88735 k: 1.59437 v: 0.210473 w: 0.00612889 norm_w: 0.00035012 cum_w: 0.00191253 untempered_lik: 277.702
 sum temp post:-53998.2 posterior:-53998.2 mu: 0.888361 gam: -0.833578 s_j: 2.79607e+92 s_v: 0.819234 rho: -0.848567 k: 1.59437 v: 0.210473 w: 0.00935017 norm_w: 0.00053414 cum_w: 0.00244667 untempered_lik: 302.764
 sum temp post:-54025.5 posterior:-54025.5 mu: 0.916622 gam: -2.2262 s_j: 2.74142e+92 s_v: 0.819234 rho: -0.847491 k: 1.59437 v: 0.210473 w: 0.00560467 norm_w: 0.000320173 cum_w: 0.00276684 untempered_lik: 272.616
 sum temp post:-53959.3 posterior:-53959.3 mu: 0.905834 gam: -0.745801 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.913913 k: 1.59437 v: 0.210473 w: 0.0136524 norm_w: 0.000779907 cum_w: 0.00354675 untempered_lik: 321.364
 sum temp post:-53916.2 posterior:-53916.2 mu: 0.942465 gam: -1.27888 s_j: 1.91674e+92 s_v: 0.819234 rho: -0.843353 k: 1.59437 v: 0.210473 w: 0.0085159 norm_w: 0.000486481 cum_w: 0.00403323 untempered_lik: 290.165
 sum temp post:-54046.4 posterior:-54046.4 mu: 0.894374 gam: -3.06949 s_j: 2.83398e+92 s_v: 0.819234 rho: -0.848567 k: 1.59437 v: 0.210473 w: 0.00514247 norm_w: 0.00029377 cum_w: 0.004327 untempered_lik: 262.276
 sum temp post:-53992.8 posterior:-53992.8 mu: 0.90569 gam: 0.42346 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.891399 k: 1.59437 v: 0.210473 w: 0.0074714 norm_w: 0.000426813 cum_w: 0.00475381 untempered_lik: 286.979
 sum temp post:-53993.5 posterior:-53993.5 mu: 0.894374 gam: 0.08518 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.881748 k: 1.59437 v: 0.210473 w: 0.00780245 norm_w: 0.000445725 cum_w: 0.00519954 untempered_lik: 286.05
 sum temp post:-53979 posterior:-53979 mu: 0.90569 gam: -0.616324 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.893338 k: 1.59437 v: 0.210473 w: 0.00984486 norm_w: 0.0005624 cum_w: 0.00576194 untempered_lik: 300.958
 sum temp post:-53874.2 posterior:-53874.2 mu: 0.94301 gam: 0.145115 s_j: 1.44309e+92 s_v: 0.819234 rho: -0.845743 k: 1.59437 v: 0.210473 w: 0.00482942 norm_w: 0.000275886 cum_w: 0.00603782 untempered_lik: 259.318
 sum temp post:-53972.6 posterior:-53972.6 mu: 0.90569 gam: 0.862855 s_j: 2.56515e+92 s_v: 0.819234 rho: -0.888762 k: 1.59437 v: 0.210473 w: 0.00979554 norm_w: 0.000559582 cum_w: 0.0065974 untempered_lik: 307.407
 sum temp post:-53949.5 posterior:-53949.5 mu: 0.90524 gam: -1.26092 s_j: 1.79281e+92 s_v: 0.819234 rho: -0.815457 k: 1.59437 v: 0.210473 w: 0.00328047 norm_w: 0.000187401 cum_w: 0.0067848 untempered_lik: 239.456
