mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
1.15157,0.000337462,0.51817,0.181048,0.116018,0.03583,1.3913,0.272231,0.000341994,3450.82
1.12187,0.000728777,0.541065,0.202902,0.0263174,0.021119,1.9302,0.863322,0.00108456,3471.44
1.15132,0.000270097,0.559858,0.226822,0.448816,0.0405494,1.56501,1.51079,0.00189794,3484.2
1.15321,0.000216469,0.422701,0.230574,0.436257,0.0429421,1.51813,0.701581,0.00088137,3456.75
1.12187,0.000582467,0.556467,0.20208,0.151638,0.0210327,1.9302,0.231048,0.000290257,3444.59
1.12186,0.000556756,0.490707,0.202347,-0.0180899,0.0210595,1.93042,0.173225,0.000217616,3417.81
1.15204,0.000768544,0.598555,0.21455,0.339109,0.0379134,1.55008,0.0957774,0.000120322,3422.89
1.14282,0.000342418,0.468421,0.194728,0.249889,0.0406534,1.37413,0.0620082,7.78986e-05,3412.67
1.12196,0.000670044,0.436189,0.202347,-0.109991,0.0210595,1.93042,0.573106,0.000719971,3449.03
1.1349,0.00017732,0.461404,0.174436,0.0244118,0.0220649,1.64944,0.351746,0.000441886,3456.57
1.12187,0.000439534,0.419676,0.202399,0.0521493,0.0210699,1.92951,0.395077,0.00049632,3462.37
1.14997,0.000522687,0.495424,0.186043,0.171275,0.0356838,1.41452,0.0682945,8.57957e-05,3421.86
1.12187,0.000384178,0.492972,0.202189,0.0357386,0.021043,1.93042,0.328866,0.000413142,3455.82
1.14626,0.000527031,0.477586,0.199213,0.203743,0.0426061,1.38622,0.126808,0.000159304,3415.52
1.14686,0.000493037,0.528637,0.1833,0.233911,0.040445,1.33832,0.217389,0.000273098,3433.42
1.15108,0.000628191,0.481288,0.215302,-0.00836136,0.033945,1.58954,0.153073,0.0001923,3418.1
1.13322,0.000670144,0.545199,0.174118,0.119078,0.0200517,1.72924,0.415479,0.000521951,3444.79
1.14934,0.000510089,0.524973,0.240375,0.0708413,0.0402199,1.64573,0.0622659,7.82223e-05,3417.61
1.12198,0.000202693,0.505914,0.201774,-0.0454795,0.0210007,1.9302,0.581772,0.000730858,3460.58
1.13583,0.000540931,0.450374,0.147012,0.111626,0.0206185,1.48775,0.507724,0.000637834,3443.93
1.12232,0.000757705,0.413065,0.202809,0.0287799,0.0209864,1.93449,0.223896,0.000281273,3439.13
1.14971,0.000373968,0.522991,0.226259,0.274313,0.0406891,1.55486,0.872557,0.00109616,3469.06
1.15064,0.000383419,0.500975,0.228094,0.350873,0.042566,1.52941,0.246526,0.000309702,3446.1
1.12241,0.000461744,0.559561,0.203059,-0.00750722,0.0208662,1.95511,0.589927,0.000741103,3467.97
1.12173,0.000580341,0.48276,0.202111,0.182143,0.021047,1.92819,0.611884,0.000768687,3463.89
1.1297,0.00044412,0.459225,0.154629,0.0751332,0.0216404,1.51908,0.350663,0.000440524,3460.58
1.13654,0.000651527,0.487981,0.166997,-0.0170856,0.0216996,1.61291,0.576274,0.000723951,3463.37
1.14519,0.000176667,0.489101,0.20696,0.227332,0.0426169,1.39667,0.30407,0.000381991,3444.15
1.12187,0.000442044,0.508467,0.202347,-0.0444197,0.0210595,1.93042,0.475581,0.000597455,3466.86
1.12187,0.000759841,0.485726,0.202881,0.0145184,0.0210332,1.93442,0.046365,5.82466e-05,3408.42
1.1531,0.000619864,0.544749,0.236026,0.234627,0.0420333,1.5746,0.050824,6.38483e-05,3416.99
1.15234,0.000766456,0.57276,0.230818,0.361395,0.0413758,1.57302,0.503143,0.00063208,3451.59
1.12187,0.000395238,0.518616,0.201942,0.0908682,0.0210205,1.9298,0.838711,0.00105364,3473.17
1.12152,0.000678484,0.500887,0.200838,0.0986371,0.0209566,1.92621,0.251594,0.000316068,3435.21
1.12187,0.000584133,0.459355,0.202347,0.094312,0.0210595,1.93042,0.556736,0.000699407,3454.6
1.1526,0.000365486,0.553027,0.224793,0.32504,0.0441311,1.4721,0.252505,0.000317213,3438.7
1.14197,0.000513131,0.438778,0.243792,-0.17079,0.0365047,1.74446,0.0429265,5.3927e-05,3405.24
1.12187,0.000487743,0.474129,0.202824,-0.0321146,0.0208989,1.94647,0.0457818,5.7514e-05,3419.5
1.12187,0.000349107,0.464508,0.202221,-0.0619456,0.0210463,1.93042,0.213965,0.000268796,3442.56
1.15621,0.000482791,0.543756,0.243359,0.200636,0.0405896,1.64421,0.0780685,9.80745e-05,3436.23
1.15097,0.00065287,0.501303,0.192145,0.238066,0.0400542,1.38872,0.615626,0.000773388,3463.75
1.12536,0.00056893,0.456372,0.205578,0.221354,0.0210546,1.96124,0.739424,0.00092891,3474.26
1.15514,0.000508566,0.522761,0.244275,0.453284,0.0432583,1.60824,0.671973,0.000844174,3467.9
1.12577,0.000456848,0.480945,0.195408,0.0289936,0.0211616,1.85497,0.762481,0.000957876,3480.71
1.12872,0.000689473,0.529873,0.172897,-0.0258437,0.0261988,1.51446,0.259359,0.000325823,3454.92
1.15083,0.000266472,0.468085,0.221218,0.488999,0.040487,1.52865,0.793863,0.0009973,3462.17
1.12187,0.000634756,0.448873,0.201481,-0.0226851,0.0210358,1.92511,0.145749,0.000183099,3435.07
1.13302,0.000218882,0.47341,0.176024,-0.0620342,0.0203093,1.71934,0.458416,0.000575891,3451.85
1.14937,0.000342349,0.556756,0.244584,0.437347,0.0432633,1.59044,0.105367,0.000132368,3420.18
1.13729,0.000672392,0.475429,0.159688,0.149893,0.0215235,1.55993,0.573227,0.000720123,3452.59
1.12188,0.000464006,0.526552,0.202094,-0.0947624,0.0210419,1.9288,0.617434,0.000775659,3475.49
1.15181,0.000410748,0.486116,0.222293,0.21159,0.0427143,1.48936,0.0602048,7.56329e-05,3414.05
1.14882,0.000515774,0.558368,0.201823,0.385612,0.0425148,1.40072,0.210239,0.000264115,3458.38
1.12984,0.000448464,0.545501,0.166518,0.0335769,0.026369,1.47411,0.324294,0.000407399,3448.61
1.15107,0.000415237,0.476049,0.228251,0.166768,0.0409305,1.55199,0.122415,0.000153785,3446.53
1.15113,0.000293747,0.584146,0.221886,0.306463,0.042147,1.499,0.176038,0.00022115,3443.74
1.15618,0.000923261,0.496109,0.208645,0.0478227,0.0394763,1.4421,0.143463,0.000180227,3432.07
1.12187,0.000747912,0.518976,0.202443,0.00792362,0.0209027,1.94243,0.389323,0.000489091,3461.81
1.12879,0.00022606,0.496477,0.172562,0.0217729,0.0266434,1.51656,0.671923,0.000844112,3462.05
1.15271,0.000493198,0.4429,0.232026,0.389483,0.0414137,1.5767,1.15899,0.00145599,3477.2
1.12182,0.000782687,0.517467,0.202388,0.110226,0.0210624,1.93068,0.427831,0.000537468,3453.47
1.13071,0.00045756,0.503117,0.169819,-0.0218103,0.0266401,1.49913,0.211344,0.000265504,3447.2
1.12731,0.000621369,0.496027,0.169527,0.0940638,0.0205634,1.66769,0.293917,0.000369236,3438.79
1.13564,0.000821186,0.511036,0.173558,0.179788,0.0221126,1.64245,0.580358,0.000729082,3441.12
1.12294,0.000393024,0.479679,0.195796,-0.0951401,0.0223675,1.81294,0.101601,0.000127637,3420.45
1.15018,0.000423757,0.47606,0.230979,0.440253,0.0411336,1.56781,0.584542,0.000734338,3460.53
1.12184,0.000569062,0.52502,0.202258,-0.0215781,0.0210474,1.93056,0.798149,0.00100268,3448.78
1.12187,0.000698117,0.540563,0.20219,0.139792,0.0210443,1.9302,0.970856,0.00121965,3470.01
1.12884,0.00058943,0.48093,0.173073,-0.19759,0.0267992,1.51375,0.680901,0.00085539,3449.31
1.12187,0.000399717,0.492317,0.20219,0.0665927,0.0210443,1.9302,0.683331,0.000858443,3461.97
1.12198,0.000308915,0.473381,0.202165,0.131811,0.0210416,1.9302,0.597058,0.000750061,3463.9
1.12187,0.000356866,0.522274,0.202221,0.0570375,0.0208796,1.94243,0.34182,0.000429415,3462.41
1.12886,0.000293711,0.512443,0.172881,0.139569,0.0267015,1.51533,0.362814,0.000455789,3446.74
1.15271,0.000669083,0.477739,0.231893,0.323227,0.0415538,1.55919,0.0564167,7.08742e-05,3425.92
1.13271,0.00060547,0.42682,0.134582,0.0524379,0.0205037,1.40289,1.53434,0.00192753,3483.56
1.1526,0.000379621,0.535619,0.199879,0.0849081,0.0368177,1.46201,0.290742,0.000365248,3439.96
1.13478,0.000499346,0.568762,0.173509,0.078257,0.0222579,1.63107,0.43503,0.000546512,3453.1
1.12187,0.000517005,0.506299,0.202464,-0.120212,0.0210718,1.93042,0.786861,0.000988504,3455.36
1.11815,0.000344026,0.525189,0.21725,-0.00643759,0.0233397,1.95954,0.290813,0.000365337,3448.27
1.13485,0.00054246,0.544059,0.146155,0.109153,0.0206244,1.48971,0.173749,0.000218274,3437.1
1.12187,0.000568284,0.495628,0.201737,0.113884,0.0209543,1.93725,0.585723,0.000735821,3461.58
1.12187,0.000483251,0.433745,0.202298,0.0552356,0.0210544,1.93042,0.344571,0.000432872,3458.49
1.12298,0.000621774,0.48709,0.203879,0.046646,0.0211517,1.94288,0.389778,0.000489663,3457.52
1.12187,0.00056375,0.535443,0.202319,0.00613028,0.0210566,1.93042,0.344428,0.000432692,3463.32
1.12187,0.000519105,0.50219,0.202357,0.123671,0.0210689,1.92955,0.506145,0.000635851,3458.8
1.12187,0.000643213,0.501755,0.202462,0.169236,0.0209047,1.94243,0.516089,0.000648343,3463.28
1.15022,0.00036544,0.509119,0.176022,0.043368,0.0338927,1.39871,0.164738,0.000206954,3434.89
1.12329,0.00062829,0.435127,0.197961,0.0491059,0.0210582,1.88874,0.632158,0.000794156,3471.65
1.12187,0.000212284,0.466808,0.202478,0.18207,0.0209885,1.93442,0.209462,0.000263139,3446.24
1.1551,0.000326485,0.475083,0.232912,0.308662,0.0419252,1.56666,0.0437918,5.5014e-05,3404.25
1.12187,0.000661015,0.427222,0.202335,0.0175983,0.0210197,1.93396,0.28574,0.000358965,3447.57
1.14908,0.000561567,0.50756,0.226023,0.431025,0.0425124,1.50354,0.394436,0.000495515,3452.5
1.15135,0.000616525,0.434898,0.230277,0.283271,0.0417884,1.54148,0.12517,0.000157246,3432.33
1.15093,0.000648647,0.563369,0.227197,0.465378,0.040558,1.56678,0.643484,0.000808385,3466.74
1.13343,0.000267158,0.518955,0.175197,0.0117781,0.0202768,1.71493,0.927982,0.00116579,3467.07
