mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.16424,0.000573877,0.472366,0.190245,-0.00953028,0.0344119,1.46989,0.010807,0.000551154,3446.17
0.190959,0.000304484,0.490457,0.167317,-0.0792612,0.0284315,1.4521,0.00590701,0.000301257,3410.14
0.168288,0.000663638,0.395497,0.14608,0.145133,0.026683,1.3657,0.0135078,0.000688898,3437.36
0.162609,0.000481901,0.439041,0.148885,0.0848006,0.0339654,1.2777,0.0129493,0.000660412,3433.23
0.162809,0.000377771,0.460499,0.154067,-0.127816,0.0338932,1.28795,0.00769227,0.000392305,3423.8
0.177396,0.00101658,0.537359,0.148655,0.106605,0.0293743,1.31032,0.00632055,0.000322348,3403.01
0.190464,0.000510713,0.463671,0.152354,-0.0327121,0.0284505,1.34723,0.0105504,0.000538071,3431.56
0.196061,0.000362479,0.433378,0.17853,0.134666,0.0290855,1.49295,0.0118713,0.000605434,3458.49
0.196308,0.000412108,0.467795,0.195144,-0.0500296,0.0243413,1.74023,0.00808131,0.000412146,3448.63
0.200643,0.000662639,0.480668,0.181831,0.0506447,0.028928,1.51064,0.00639884,0.000326341,3429.52
0.214491,0.000379572,0.474593,0.161797,0.175327,0.0270774,1.44144,0.0119973,0.000611864,3440.33
0.165697,0.00031338,0.49144,0.15845,0.12593,0.0337986,1.31631,0.00976158,0.00049784,3428.14
0.1966,0.000329698,0.499202,0.175851,0.0137148,0.0280935,1.50267,0.00766953,0.000391146,3413.76
0.257535,0.000418224,0.465973,0.158252,0.105789,0.0321096,1.32445,0.00894732,0.000456313,3422.34
0.195286,0.00048409,0.44791,0.170717,-0.00346187,0.029803,1.43995,0.0059426,0.000303073,3436.36
0.190744,0.000548349,0.457178,0.181784,0.0566803,0.0312887,1.46237,0.00447067,0.000228004,3408.55
0.192385,0.000365639,0.45822,0.179424,0.149463,0.0283892,1.51242,0.015243,0.000777392,3439.87
0.230631,0.000752562,0.462043,0.184509,0.0376556,0.0293421,1.50809,0.0061533,0.000313818,3424.76
0.233782,0.000615483,0.533995,0.173605,-0.0554081,0.0295326,1.45251,0.0139324,0.00071055,3457.46
0.194841,9.84235e-05,0.497721,0.184697,0.0319298,0.0243544,1.65556,0.00703238,0.000358651,3422.26
0.215042,0.000118033,0.445911,0.182132,0.169096,0.0244551,1.62627,0.0093694,0.000477839,3425.24
0.195286,0.000296622,0.488019,0.17175,-0.0269719,0.0299172,1.44036,0.00567583,0.000289467,3421.57
0.209629,0.000342832,0.492697,0.18692,0.0315802,0.0249661,1.64729,0.0067412,0.000343801,3419.44
0.164652,0.000411279,0.529716,0.195668,-0.0679252,0.0344587,1.49437,0.0122673,0.000625634,3455.42
0.205461,4.92018e-05,0.521269,0.176016,0.173024,0.0254363,1.56287,0.006171,0.000314721,3417.65
0.188765,0.000407034,0.50049,0.176829,0.124582,0.0274497,1.51715,0.00596906,0.000304422,3428.11
0.163633,0.000787201,0.495615,0.154939,-0.0848537,0.0339426,1.30368,0.00974941,0.00049722,3429.98
0.210821,0.000623169,0.446917,0.15973,0.136329,0.023692,1.50315,0.0166031,0.000846759,3454.77
0.164131,0.000528294,0.520553,0.156126,0.0697886,0.034391,1.2825,0.00909335,0.00046376,3411.68
0.201547,0.000497513,0.457409,0.176676,0.0729396,0.0224578,1.65024,0.00528992,0.000269786,3401.15
0.166726,0.000763619,0.494937,0.20162,0.0404207,0.0345153,1.52007,0.0120735,0.00061575,3447.13
0.166629,0.000488923,0.459352,0.174089,0.0497232,0.0275282,1.50497,0.0176283,0.000899044,3464.19
0.163925,0.000464621,0.484747,0.167571,0.0119715,0.0348602,1.33671,0.00634118,0.0003234,3407.2
0.199181,0.000258536,0.493892,0.168312,0.178808,0.0292445,1.43238,0.00820312,0.000418359,3432.29
0.188427,0.000676798,0.474618,0.173649,-0.0369505,0.0286286,1.46868,0.00563448,0.000287358,3419.7
0.203131,0.000732253,0.523477,0.153698,-0.0415397,0.0213481,1.50712,0.0111362,0.000567947,3434.07
0.166469,0.000577146,0.473428,0.205998,0.00208569,0.0345513,1.55139,0.00768445,0.000391906,3446.82
0.189408,0.000394571,0.416333,0.160546,0.00581056,0.0223506,1.53933,0.0128367,0.000654673,3429.77
0.188646,0.000205244,0.527254,0.168511,0.15206,0.0240772,1.54498,0.0131639,0.000671358,3446.02
0.193159,0.000434895,0.520356,0.165009,0.114515,0.0222135,1.56709,0.00785989,0.000400854,3421.46
0.183716,0.000604519,0.436947,0.137772,0.183319,0.0276245,1.3025,0.00816828,0.000416582,3411.78
0.192968,0.000487617,0.509577,0.156029,0.105205,0.0233135,1.47118,0.00999531,0.00050976,3427.63
0.214443,0.000355208,0.453548,0.173012,0.0363692,0.022797,1.59837,0.00811437,0.000413832,3434.94
0.197042,0.000108445,0.534371,0.176749,0.0163541,0.0260132,1.55883,0.00751887,0.000383462,3418.54
0.16437,0.00053536,0.555611,0.18989,0.185909,0.0352411,1.44786,0.00843486,0.000430177,3422.2
0.166364,0.000219177,0.451898,0.15523,0.0332925,0.0274705,1.38565,0.0109956,0.000560775,3435.82
0.19503,0.000519674,0.479689,0.174,0.0570097,0.0293155,1.46471,0.00668489,0.000340929,3423.01
0.207583,0.000124742,0.458898,0.154913,0.131643,0.0282851,1.37382,0.00571895,0.000291666,3407.46
