mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.860574,0.000116033,0.398031,0.161322,0.0113539,1.55313,0.0220734,0.261544,0.000453415,3543.78
0.865098,0.000115983,0.444922,0.170268,0.0869859,1.62971,0.0217944,0.43933,0.000761627,3563.95
0.858901,-0.000279559,0.393451,0.19506,-0.0295775,1.9098,0.0201766,0.111097,0.000192598,3515.08
0.850493,2.48394e-06,0.391786,0.171627,0.0895859,1.71185,0.0196463,0.169345,0.000293579,3538.5
0.863663,-0.000192613,0.455587,0.171128,0.0918701,1.6434,0.0212584,0.234341,0.000406256,3544.05
0.861865,-8.3156e-05,0.416313,0.167451,0.0644007,1.6136,0.0214734,0.304429,0.000527762,3560.29
0.85661,-0.000181962,0.357118,0.161427,0.0775921,1.60103,0.020149,0.265996,0.000461135,3555.75
0.849413,-0.000319052,0.462434,0.190796,0.0166827,1.68992,0.0246288,0.516764,0.000895868,3576.59
0.865667,-0.00020674,0.357498,0.169906,-0.0232865,1.59886,0.0220401,0.284724,0.0004936,3554.41
0.864326,-0.000149383,0.384017,0.171384,0.0589366,1.63926,0.0215727,0.242866,0.000421035,3547.68
0.855232,-0.000124793,0.446132,0.161753,0.0206934,1.66451,0.0183788,0.25716,0.000445816,3537.37
0.862713,-2.84525e-05,0.384496,0.173786,-0.0707875,1.67232,0.021152,0.453826,0.000786757,3572.47
0.86278,-0.000158026,0.418816,0.176586,-0.0939862,1.68461,0.0214431,0.239021,0.00041437,3547.9
0.86522,-0.000183861,0.384016,0.171469,-0.0801307,1.63142,0.0219883,0.26112,0.00045268,3545.8
0.86108,5.01461e-06,0.378942,0.16878,0.263645,1.64129,0.0209686,0.225539,0.000390998,3536.7
0.86561,-0.000124036,0.409246,0.17179,0.0779742,1.62495,0.022201,0.153759,0.000266558,3513.43
0.861173,-0.000355799,0.43026,0.16655,0.00220982,1.61482,0.0212881,0.50453,0.00087466,3572.74
0.857943,2.23793e-05,0.381555,0.168766,-0.170476,1.64616,0.0209269,0.407323,0.000706141,3567.13
0.861724,-0.000301053,0.394588,0.1506,0.0132651,1.49295,0.021318,0.298095,0.00051678,3553.13
