mu,gam,sigma_j,sigma_v,rho,k,v,w,norm_w,sum
0.469201,0.000278551,0.460566,0.150106,-0.0715536,1.2079,0.0404133,19.3286,0.000427693,3472.48
0.46729,0.000521645,0.584816,0.145937,-0.116995,1.20312,0.0397816,28.6608,0.000634191,3482.63
0.467773,0.000391164,0.489765,0.158957,0.00757511,1.24047,0.0403173,23.6218,0.000522691,3477.98
0.468546,2.68251e-05,0.550781,0.150796,0.0203159,1.21928,0.0399883,18.0876,0.000400232,3475.78
0.467482,0.000418289,0.476209,0.156287,0.0951485,1.24023,0.0397109,21.4993,0.000475725,3483.42
0.467537,0.000233129,0.53904,0.159391,0.208259,1.26935,0.0395983,27.7959,0.000615051,3491.34
0.468128,0.000547068,0.48383,0.158502,0.00267082,1.27082,0.0381729,11.018,0.0002438,3448.03
0.468557,0.000391345,0.441701,0.149954,0.165689,1.20715,0.0404008,14.5616,0.00032221,3478.1
0.468099,0.000222845,0.433599,0.157603,0.0397337,1.2462,0.0395918,27.7235,0.000613449,3494.85
0.467454,0.000307635,0.397358,0.155731,0.00305957,1.23023,0.0409203,14.4843,0.000320499,3463.86
0.464924,0.000240717,0.426543,0.174392,-0.121072,1.21854,0.0489797,14.3525,0.000317583,3461.14
0.466553,0.000196435,0.477417,0.158814,0.120236,1.22306,0.0403533,20.967,0.000463946,3482.61
0.467385,0.000230129,0.530056,0.1557,-0.0989837,1.24246,0.0401572,18.4145,0.000407465,3475.38
0.467986,0.000466257,0.475604,0.167574,0.0731176,1.25704,0.0413094,10.5374,0.000233166,3457.64
0.464011,5.88368e-05,0.557706,0.154941,0.110633,1.22757,0.0396024,12.6303,0.000279477,3471.34
0.465297,6.15503e-05,0.487077,0.17916,0.0930982,1.2455,0.0482849,9.39945,0.000207986,3461.44
0.464028,0.000637433,0.511016,0.170874,-0.0179999,1.28966,0.0411224,21.9521,0.000485745,3463.59
0.468624,0.000238593,0.476319,0.157666,0.0266095,1.22819,0.0402558,20.7903,0.000460036,3474.13
0.466834,0.000161768,0.427585,0.161406,0.241553,1.25182,0.0408421,32.6668,0.000722834,3479.48
0.46776,0.000425607,0.497015,0.163815,0.0607035,1.26776,0.0399643,17.8616,0.000395231,3482.66
0.465209,0.000231691,0.419674,0.167651,-0.0993367,1.20707,0.0481088,13.9363,0.000308375,3467.01
0.468557,5.47227e-05,0.415322,0.14971,-0.030006,1.20788,0.0403648,37.694,0.000834071,3503.61
0.464114,0.000452317,0.525532,0.145673,0.0661481,1.20375,0.0398759,24.0554,0.000532285,3471.35
0.469619,0.000707306,0.542052,0.160007,0.117429,1.2575,0.0395632,17.965,0.000397519,3475.35
0.468557,0.0001557,0.477754,0.149846,-0.0421313,1.20788,0.0403817,18.4908,0.000409154,3476.21
0.467179,0.000240325,0.487189,0.161425,-0.000241768,1.25092,0.0406169,23.0085,0.000509119,3485.73
0.468157,0.000199383,0.451021,0.171192,-0.043692,1.29075,0.0400679,19.0364,0.000421227,3475.3
0.468554,0.000334697,0.480572,0.149868,-0.0771047,1.22074,0.0399589,47.3273,0.00104723,3507.72
0.465671,0.000185654,0.426757,0.147144,-0.0983948,1.17744,0.0453913,14.9954,0.000331809,3474.26
0.46716,6.56405e-05,0.493292,0.160823,0.0751081,1.23832,0.0407614,32.8286,0.000726414,3491.94
0.465853,0.000376256,0.425628,0.172161,-0.173483,1.24634,0.0457649,10.7105,0.000236995,3462.42
0.467056,0.000325195,0.546216,0.157481,0.174213,1.23439,0.0406291,24.0062,0.000531196,3486.91
0.466842,4.42172e-05,0.496097,0.14332,0.00425991,1.13076,0.0473119,25.3531,0.000560998,3477.4
0.468302,0.000279165,0.464998,0.14851,-0.103137,1.21025,0.0404029,25.0645,0.000554614,3490.69
0.467026,0.000210171,0.435878,0.158153,0.17571,1.25119,0.0402858,19.5893,0.000433462,3468.17
0.467278,0.00024332,0.561896,0.158877,0.0637731,1.24117,0.0401677,17.155,0.000379597,3467.01
0.468593,0.000381702,0.470615,0.150411,0.177448,1.22199,0.0399849,22.533,0.000498597,3497.29
0.465983,0.0001038,0.443232,0.163911,-0.0268087,1.22243,0.0463402,19.8391,0.000438988,3477.18
0.468796,0.000217573,0.539415,0.156272,0.0450584,1.24166,0.0398042,22.1176,0.000489405,3475.86
0.468455,0.000410317,0.520548,0.151722,0.190332,1.21232,0.0402162,17.7227,0.000392158,3489.22
0.468615,0.000484367,0.548955,0.150197,-0.0768817,1.20788,0.0404253,24.1727,0.00053488,3491.91
0.46861,0.000429612,0.473087,0.149866,-0.0815356,1.21248,0.0402312,21.9124,0.000484866,3495.39
0.467327,0.000555206,0.50938,0.169711,-0.117426,1.22121,0.0474646,16.2864,0.000360377,3470.78
0.468577,0.000474956,0.460677,0.153887,0.0159652,1.21392,0.0405674,18.1219,0.000400992,3474.25
0.467425,0.00046087,0.515278,0.1596,0.144734,1.24235,0.0404863,16.6545,0.000368521,3469.81
0.468557,0.000428482,0.480222,0.150197,-0.00360879,1.20788,0.0404253,26.2536,0.000580925,3484.01
0.467421,0.000228651,0.473014,0.162727,-0.0179269,1.27024,0.0397246,21.622,0.000478439,3484.98
0.468887,0.000127792,0.476887,0.154857,-0.109263,1.21989,0.0405606,30.7386,0.000680167,3486.53
0.467622,0.000512261,0.425208,0.174589,-0.11452,1.28639,0.0421609,25.1925,0.000557446,3494.31
0.46868,0.000226668,0.459877,0.150383,0.0119002,1.20788,0.0404484,41.7027,0.000922774,3509.19
0.467683,7.46752e-05,0.510324,0.175099,-0.0288785,1.29101,0.042109,27.0234,0.000597959,3488.36
0.467354,0.000181823,0.532893,0.160001,-0.0577338,1.24946,0.040384,23.8984,0.00052881,3477.9
0.468577,4.5115e-05,0.507539,0.150132,0.0911547,1.20749,0.0404303,23.7286,0.000525052,3483.1
0.468709,0.000331755,0.51547,0.153911,-0.0306109,1.23395,0.0395187,22.8925,0.000506552,3480.68
0.468615,0.00026846,0.571737,0.150197,0.0703597,1.20788,0.0404253,36.4512,0.000806572,3492.92
